,ID,Tower,Floor,Unit,Area,Flat Type,No. of Rooms,Price,Price/SA,PL_no,Date_PASP,Date_ASP,Trans_Price,Payment_Terms,first_sale
1643,One_VicTower 1A30G,Tower 1A,30,G,765,,,"26,122,000","34,146",PL5,,,,,
1644,One_VicTower 1A31A,Tower 1A,31,A,643,,,"21,878,000","34,025",PL5,,,,,
1645,One_VicTower 1A31E,Tower 1A,31,E,426,,,"13,665,000","32,077",PL5,,,,,
1646,One_VicTower 1A31F,Tower 1A,31,F,447,,,"14,543,000","32,535",PL5,,,,,
1647,One_VicTower 1A31G,Tower 1A,31,G,765,,,"26,262,000","34,329",PL5,,,,,
1648,One_VicTower 1A32A,Tower 1A,32,A,643,,,"21,996,000","34,208",PL5,10/07/2021,10/07/2021,"$19,906,000",C,
1649,One_VicTower 1A32E,Tower 1A,32,E,426,,,"13,744,000","32,263",PL5,,,,,
1650,One_VicTower 1A32F,Tower 1A,32,F,447,,,"14,626,000","32,720",PL5,,,,,
1651,One_VicTower 1A32G,Tower 1A,32,G,765,,,"26,402,000","34,512",PL5,,,,,
1652,One_VicTower 1A33A,Tower 1A,33,A,643,,,"22,113,000","34,390",PL5,,,,,
1653,One_VicTower 1A33E,Tower 1A,33,E,426,,,"13,822,000","32,446",PL5,,,,,
1654,One_VicTower 1A33F,Tower 1A,33,F,447,,,"14,708,000","32,904",PL5,,,,,
1655,One_VicTower 1A33G,Tower 1A,33,G,765,,,"26,540,000","34,693",PL5,,,,,
1656,One_VicTower 1A35A,Tower 1A,35,A,643,,,"22,231,000","34,574",PL5,10/07/2021,10/07/2021,"$20,119,000",C,
1657,One_VicTower 1A35E,Tower 1A,35,E,426,,,"13,901,000","32,631",PL5,,,,,
1658,One_VicTower 1A35F,Tower 1A,35,F,447,,,"14,790,000","33,087",PL5,,,,,
1659,One_VicTower 1A35G,Tower 1A,35,G,765,,,"26,680,000","34,876",PL5,,,,,
1660,One_VicTower 1A36A,Tower 1A,36,A,643,,,"22,347,000","34,754",PL5,,,,,
1661,One_VicTower 1A36E,Tower 1A,36,E,426,,,"13,980,000","32,817",PL5,,,,,
1662,One_VicTower 1A36F,Tower 1A,36,F,447,,,"14,872,000","33,271",PL5,,,,,
1663,One_VicTower 1B20B,Tower 1B,20,B,564,,,"17,820,000","31,596",PL5,,,,,
1664,One_VicTower 1B21B,Tower 1B,21,B,564,,,"17,923,000","31,778",PL5,,,,,
1665,One_VicTower 1B22B,Tower 1B,22,B,564,,,"18,026,000","31,961",PL5,,,,,
1666,One_VicTower 1B23B,Tower 1B,23,B,564,,,"18,128,000","32,142",PL5,,,,,
1667,One_VicTower 1B25B,Tower 1B,25,B,564,,,"18,231,000","32,324",PL5,,,,,
1668,One_VicTower 1B25H,Tower 1B,25,H,598,,,"19,239,000","32,172",PL5,10/07/2021,10/07/2021,"$16,641,000",A,
1669,One_VicTower 1B26B,Tower 1B,26,B,564,,,"18,333,000","32,505",PL5,,,,,
1670,One_VicTower 1B26H,Tower 1B,26,H,598,,,"19,348,000","32,355",PL5,,,,,
1671,One_VicTower 1B27B,Tower 1B,27,B,564,,,"18,436,000","32,688",PL5,,,,,
1672,One_VicTower 1B27H,Tower 1B,27,H,598,,,"19,457,000","32,537",PL5,,,,,
1673,One_VicTower 1B28B,Tower 1B,28,B,564,,,"18,642,000","33,053",PL5,,,,,
1674,One_VicTower 1B28H,Tower 1B,28,H,598,,,"19,676,000","32,903",PL5,,,,,
1675,One_VicTower 1B29B,Tower 1B,29,B,564,,,"18,642,000","33,053",PL5,,,,,
1676,One_VicTower 1B29H,Tower 1B,29,H,598,,,"19,676,000","32,903",PL5,,,,,
1677,One_VicTower 1B30B,Tower 1B,30,B,564,,,"18,745,000","33,236",PL5,,,,,
1678,One_VicTower 1B30H,Tower 1B,30,H,598,,,"19,784,000","33,084",PL5,,,,,
1679,One_VicTower 1B31B,Tower 1B,31,B,564,,,"18,848,000","33,418",PL5,,,,,
1680,One_VicTower 1B31G,Tower 1B,31,G,338,,,"10,525,000","31,139",PL5,,,,,
1681,One_VicTower 1B31H,Tower 1B,31,H,598,,,"19,893,000","33,266",PL5,,,,,
1682,One_VicTower 1B32B,Tower 1B,32,B,564,,,"18,951,000","33,601",PL5,,,,,
1683,One_VicTower 1B32G,Tower 1B,32,G,338,,,"10,587,000","31,322",PL5,10/07/2021,10/07/2021,"$9,581,000",C,
1684,One_VicTower 1B32H,Tower 1B,32,H,598,,,"20,002,000","33,448",PL5,,,,,
1685,One_VicTower 1B33B,Tower 1B,33,B,564,,,"19,225,000","34,087",PL5,,,,,
1686,One_VicTower 1B33G,Tower 1B,33,G,338,,,"10,649,000","31,506",PL5,,,,,
1687,One_VicTower 1B33H,Tower 1B,33,H,598,,,"20,111,000","33,630",PL5,,,,,
1688,One_VicTower 1B35B,Tower 1B,35,B,564,,,"19,328,000","34,270",PL5,,,,,
1689,One_VicTower 1B35G,Tower 1B,35,G,338,,,"10,710,000","31,686",PL5,,,,,
1690,One_VicTower 1B35H,Tower 1B,35,H,598,,,"20,220,000","33,813",PL5,,,,,
1691,One_VicTower 1B36G,Tower 1B,36,G,338,,,"10,772,000","31,870",PL5,,,,,
1692,One_VicTower 1B36H,Tower 1B,36,H,598,,,"20,329,000","33,995",PL5,,,,,
1693,One_VicTower 2A17B,Tower 2A,17,B,766,,,"24,851,000","32,443",PL5,,,,,
1694,One_VicTower 2A18B,Tower 2A,18,B,766,,,"25,133,000","32,811",PL5,,,,,
1695,One_VicTower 2A18E,Tower 2A,18,E,332,,,"9,975,000","30,045",PL5,10/07/2021,10/07/2021,"$9,027,000",C,
1696,One_VicTower 2A19B,Tower 2A,19,B,766,,,"25,133,000","32,811",PL5,,,,,
1697,One_VicTower 2A19E,Tower 2A,19,E,332,,,"9,975,000","30,045",PL5,10/07/2021,10/07/2021,"$9,027,000",C,
1698,One_VicTower 2A20B,Tower 2A,20,B,766,,,"25,274,000","32,995",PL5,12/07/2021,12/07/2021,"$22,872,000",C,
1699,One_VicTower 2A20E,Tower 2A,20,E,332,,,"10,036,000","30,229",PL5,10/07/2021,10/07/2021,"$9,082,000",C,
1700,One_VicTower 2A21B,Tower 2A,21,B,766,,,"25,416,000","33,180",PL5,10/07/2021,10/07/2021,"$23,255,000",D,
1701,One_VicTower 2A21E,Tower 2A,21,E,332,,,"10,096,000","30,410",PL5,10/07/2021,10/07/2021,"$9,136,000",C,
1702,One_VicTower 2A22B,Tower 2A,22,B,766,,,"25,557,000","33,364",PL5,,,,,
1703,One_VicTower 2A22E,Tower 2A,22,E,332,,,"10,157,000","30,593",PL5,10/07/2021,10/07/2021,"$8,887,000",B,
1704,One_VicTower 2A23B,Tower 2A,23,B,766,,,"25,698,000","33,548",PL5,,,,,
1705,One_VicTower 2A23E,Tower 2A,23,E,332,,,"10,218,000","30,777",PL5,10/07/2021,10/07/2021,"$9,247,000",C,
1706,One_VicTower 2A25B,Tower 2A,25,B,766,,,"25,839,000","33,732",PL5,,,,,
1707,One_VicTower 2A25E,Tower 2A,25,E,332,,,"10,278,000","30,958",PL5,10/07/2021,10/07/2021,"$9,301,000",C,
1708,One_VicTower 2A26B,Tower 2A,26,B,766,,,"25,980,000","33,916",PL5,,,,,
1709,One_VicTower 2A26E,Tower 2A,26,E,332,,,"10,338,000","31,139",PL5,10/07/2021,10/07/2021,"$8,942,000",A,
1710,One_VicTower 2A27B,Tower 2A,27,B,766,,,"26,121,000","34,101",PL5,,,,,
1711,One_VicTower 2A27E,Tower 2A,27,E,332,,,"10,399,000","31,322",PL5,10/07/2021,10/07/2021,"$9,411,000",C,
1712,One_VicTower 2A28B,Tower 2A,28,B,766,,,"26,403,000","34,469",PL5,10/07/2021,10/07/2021,"$23,894,000",C,
1713,One_VicTower 2A28E,Tower 2A,28,E,332,,,"10,520,000","31,687",PL5,10/07/2021,10/07/2021,"$9,520,000",C,
1714,One_VicTower 2A29B,Tower 2A,29,B,766,,,"26,403,000","34,469",PL5,10/07/2021,10/07/2021,"$22,838,000",A,
1715,One_VicTower 2A29E,Tower 2A,29,E,332,,,"10,520,000","31,687",PL5,,,,,
1716,One_VicTower 2A30B,Tower 2A,30,B,766,,,"26,544,000","34,653",PL5,10/07/2021,10/07/2021,"$24,287,000",D,
1717,One_VicTower 2A30E,Tower 2A,30,E,332,,,"10,581,000","31,870",PL5,10/07/2021,10/07/2021,"$9,152,000",A,
1718,One_VicTower 2A31B,Tower 2A,31,B,766,,,"26,685,000","34,837",PL5,,,,,
1719,One_VicTower 2A31E,Tower 2A,31,E,332,,,"10,641,000","32,051",PL5,10/07/2021,10/07/2021,"$9,630,000",C,
1720,One_VicTower 2A32B,Tower 2A,32,B,766,,,"26,826,000","35,021",PL5,,,,,
1721,One_VicTower 2A32E,Tower 2A,32,E,332,,,"10,701,000","32,232",PL5,10/07/2021,10/07/2021,"$9,256,000",A,
1722,One_VicTower 2A33B,Tower 2A,33,B,766,,,"26,967,000","35,205",PL5,10/07/2021,10/07/2021,"$23,326,000",A,
1723,One_VicTower 2A33E,Tower 2A,33,E,332,,,"10,762,000","32,416",PL5,,,,,
1724,One_VicTower 2A35B,Tower 2A,35,B,766,,,"27,108,000","35,389",PL5,10/07/2021,10/07/2021,"$24,532,000",C,
1725,One_VicTower 2A35E,Tower 2A,35,E,332,,,"10,822,000","32,596",PL5,,,,,
1726,One_VicTower 2A36B,Tower 2A,36,B,766,,,"27,249,000","35,573",PL5,,,,,
1727,One_VicTower 2A36E,Tower 2A,36,E,332,,,"10,884,000","32,783",PL5,,,,,
1728,One_VicTower 2B29J,Tower 2B,29,J,451,,,"14,770,000","32,749",PL5,,,,,
1729,One_VicTower 2B30J,Tower 2B,30,J,451,,,"14,853,000","32,933",PL5,,,,,
1730,One_VicTower 2B31J,Tower 2B,31,J,451,,,"14,935,000","33,115",PL5,,,,,
1731,One_VicTower 2B32J,Tower 2B,32,J,451,,,"15,017,000","33,297",PL5,,,,,
1732,One_VicTower 2B33J,Tower 2B,33,J,451,,,"15,099,000","33,479",PL5,,,,,
1733,One_VicTower 2B35J,Tower 2B,35,J,451,,,"15,181,000","33,661",PL5,,,,,
